text	category	star_rating	sentiment	template	action
The hotel room was a truly memorable experience. Everything was exactly as advertised.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	was a truly memorable experience
For a budget trip, the check-in process fell far below expectations.	Travel & Vacation	1	negative	For a {trip_type} trip, the {aspect} {action}.	fell far below expectations
As a casual reader, I think this anthology was misleading and full of bias.	Media & Publishing	1	negative	As a {reader_type}, I think this {media_type} {action}.	was misleading and full of bias
We booked a premium package and it was worth it and the customer service was spotless and well-maintained.	Travel & Vacation	5	positive	We booked {qualifier} and the {aspect} {action}.	was spotless and well-maintained
I subscribed for the health and wellness coverage and the newsletter was the worst publication I have read.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was the worst publication I have read
As a first-time buyer, I think this anthology set a new standard for the genre.	Media & Publishing	5	positive	As a {reader_type}, I think this {media_type} {action}.	set a new standard for the genre
The online journal was riddled with errors and typos. Fact-checking seemed to be an afterthought.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was riddled with errors and typos
The editorial quality of the newspaper provided real depth and nuance. Not worth the subscription price.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	provided real depth and nuance
The latest anthology from a well-established media group was beautifully written and polished.	Media & Publishing	4	positive	The latest {media_type} from {publisher} {action}.	was beautifully written and polished
For anyone interested in health and wellness, this quarterly review was riddled with errors and typos.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	was riddled with errors and typos
The digital edition was an engaging and captivating read. It changed the way I think about the subject.	Media & Publishing	5	positive	The {media_type} {action}. {detail}.	was an engaging and captivating read
For anyone interested in space exploration, this newsletter was beautifully written and polished.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	was beautifully written and polished
The magazine neither impressed nor disappointed me. It fills a gap in the market.	Media & Publishing	3	neutral	The {media_type} {action}. {qualifier}.	neither impressed nor disappointed me
For anyone interested in global economics, this magazine was beautifully written and polished.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	was beautifully written and polished
Compared to other places, the check-in process here was decent for the price. Might work for a short stay.	Travel & Vacation	3	neutral	Compared to other places, the {aspect} here {action}. {recommendation}.	was decent for the price
I visited a city hotel in Tokyo and the tour guide was the worst I have ever seen.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	was the worst I have ever seen
The newspaper delivered exceptional storytelling. It had a few interesting points buried in filler.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	delivered exceptional storytelling
The newsletter was a standout piece of journalism. It is a standout choice for newcomers and experts alike.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	was a standout piece of journalism
For anyone interested in cultural history, this quarterly review was clickbait with no real substance.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	was clickbait with no real substance
Overall the customer service was nothing special. A last-minute deal online.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was nothing special
After reading the online journal on cultural history, I found it was a standard read with no surprises. It covered familiar ground competently.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was a standard read with no surprises
The newspaper had zero editorial quality. It is overpriced for what you actually get.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	had zero editorial quality
The newsletter delivered exceptional storytelling. It is a standout choice for newcomers and experts alike.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	delivered exceptional storytelling
The latest newspaper from an indie press covered the basics adequately.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	covered the basics adequately
I picked up special report by a veteran reporter and it wasted my time completely.	Media & Publishing	1	negative	I picked up {media_type} by {creator} and it {action}.	wasted my time completely
For anyone interested in health and wellness, this newsletter delivered exceptional storytelling.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	delivered exceptional storytelling
