text	category	star_rating	sentiment	template	action
As a first-time buyer, I think this newspaper covered the basics adequately.	Media & Publishing	3	neutral	As a {reader_type}, I think this {media_type} {action}.	covered the basics adequately
For anyone interested in health and wellness, this anthology kept me hooked from start to finish.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	kept me hooked from start to finish
I picked up weekly digest by a veteran reporter and it had some interesting parts but dragged.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	had some interesting parts but dragged
I picked up newsletter by a veteran reporter and it had zero editorial quality.	Media & Publishing	1	negative	I picked up {media_type} by {creator} and it {action}.	had zero editorial quality
The editorial quality of the magazine was forgettable but not terrible. It depends on your level of interest in the topic.	Media & Publishing	3	neutral	The editorial quality of the {media_type} {action}. {recommendation}.	was forgettable but not terrible
We booked the cheapest option and it showed and the room service was a complete disappointment.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	was a complete disappointment
The room service at a boutique hotel in Paris exceeded all my expectations. It did the job but nothing stood out.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	exceeded all my expectations
During our stay, the room service was nothing special. It depends on what you are looking for.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was nothing special
I subscribed for the artificial intelligence coverage and the newsletter was a standard read with no surprises.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	was a standard read with no surprises
The special report was misleading and full of bias. Seasoned readers will find it painfully lacking.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	was misleading and full of bias
Overall the pool area exceeded all my expectations. Whatever was available on short notice.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	exceeded all my expectations
The latest special report from an indie press was an engaging and captivating read.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	was an engaging and captivating read
The special report was a standard read with no surprises. The price-to-value ratio is fair.	Media & Publishing	3	neutral	The {media_type} {action}. {qualifier}.	was a standard read with no surprises
The online journal was misleading and full of bias. The writing was serviceable but not memorable.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was misleading and full of bias
I subscribed for the climate change coverage and the podcast transcript was forgettable but not terrible.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	was forgettable but not terrible
The latest newspaper from a nonprofit newsroom was riddled with errors and typos.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	was riddled with errors and typos
I visited a countryside B&B in Tuscany and the check-in process was nothing special.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	was nothing special
For a family trip, the customer service was dirty and poorly maintained.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	was dirty and poorly maintained
This online journal about space exploration was an engaging and captivating read. Save your money and skip this one.	Media & Publishing	4	positive	This {media_type} about {topic} {action}. {recommendation}.	was an engaging and captivating read
I picked up newsletter by a team of investigators and it neither impressed nor disappointed me.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	neither impressed nor disappointed me
The breakfast buffet was absolutely wonderful. We had no complaints whatsoever.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	was absolutely wonderful
I picked up podcast transcript by an independent journalist and it was misleading and full of bias.	Media & Publishing	2	negative	I picked up {media_type} by {creator} and it {action}.	was misleading and full of bias
The spa treatment at a seaside resort in Bali provided outstanding service. I would come back in a heartbeat.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	provided outstanding service
The quarterly review was a standard read with no surprises. The price-to-value ratio is fair.	Media & Publishing	3	neutral	The {media_type} {action}. {qualifier}.	was a standard read with no surprises
Overall the pool area was a complete disappointment. What was marketed as luxury but clearly was not.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	was a complete disappointment
After reading the special report on technology trends, I found it felt lazy and poorly researched. The writing was serviceable but not memorable.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	felt lazy and poorly researched
